f_1_name,f_2_name,event_date,Y,delta_reach_cm,delta_height_cm,delta_age,delta_SlpM,delta_Str_Acc,delta_SApM,delta_Str_Def,delta_TD_Avg,delta_TD_Acc,delta_TD_Def,delta_Sub_Avg
Shamil Abdurakhimov,Chris Daukaus,2021-09-25,0,0.0,0.0,8.062970568104035,-3.6399999999999997,-0.06,-1.6199999999999997,0.0,1.01,0.23,-0.55,0.1
Roxanne Modafferi,Taila Santos,2021-09-25,0,2.539999999999992,2.5400000000000205,10.743326488706366,-0.040000000000000036,-0.18,3.06,-0.06999999999999995,-0.6499999999999999,-0.53,-0.56,-1.0
Uros Medic,Jalin Turner,2021-09-25,0,-15.240000000000009,-5.0800000000000125,2.0616016427104746,-0.20000000000000018,0.12,-1.12,0.15000000000000008,-0.41,-0.050000000000000044,-0.19999999999999996,-1.1
Cody Brundage,Nick Maximov,2021-09-25,0,-10.159999999999997,0.0,3.6057494866529787,0.5700000000000001,0.06,0.31000000000000005,0.03999999999999998,-2.3600000000000003,-0.040000000000000036,0.31000000000000005,0.3
Matthew Semelsberger,Martin Sano,2021-09-25,1,0.0,5.079999999999984,-1.4866529774127315,-0.22999999999999998,0.08999999999999997,-7.76,0.14,1.01,0.57,0.45,0.4
Jonathan Pearce,Omar Morales,2021-09-25,1,-5.079999999999984,2.539999999999992,-6.537987679671456,1.7000000000000002,0.14,0.13999999999999968,-0.039999999999999925,4.56,-0.5,-0.07999999999999996,0.8
Anthony Smith,Ryan Spann,2021-09-18,1,-7.6200000000000045,-2.5400000000000205,3.0773442847364834,0.08000000000000007,0.09999999999999998,1.12,0.010000000000000009,-0.77,-0.12000000000000002,-0.08999999999999997,-1.1
Ion Cutelaba,Devin Clark,2021-09-18,1,0.0,2.539999999999992,-3.674195756331283,1.1,-0.11000000000000004,0.17999999999999972,0.020000000000000018,1.8499999999999996,0.19,0.18000000000000005,0.19999999999999998
Mandy Bohm,Ariane da Silva,2021-09-18,0,10.159999999999997,2.5400000000000205,4.492813141683776,-1.54,0.040000000000000036,-1.1600000000000001,0.09999999999999998,0.25,-0.2,0.06999999999999995,0.39999999999999997
Arman Tsarukyan,Christos Giagos,2021-09-18,1,2.539999999999992,-7.6200000000000045,-6.715947980835043,0.8200000000000003,0.09000000000000002,-1.41,0.040000000000000036,0.41999999999999993,0.010000000000000009,0.22999999999999998,-0.30000000000000004
Tony Gravely,Nate Maness,2021-09-18,0,-7.6200000000000045,-12.700000000000017,-0.254620123203285,0.6799999999999997,-0.020000000000000018,0.5899999999999999,0.020000000000000018,4.720000000000001,-0.34,-0.28,-0.39999999999999997
Antonio Arroyo,Joaquin Buckley,2021-09-18,0,-7.6200000000000045,12.699999999999989,4.821355236139631,-0.8000000000000003,0.30000000000000004,-1.08,-0.07999999999999996,-0.29000000000000004,-0.040000000000000036,-0.29,0.1
Mike Rodriguez,Tafon Nchukwi,2021-09-18,0,12.699999999999989,10.159999999999997,5.875427789185487,-1.2200000000000006,0.010000000000000009,0.1299999999999999,-0.13000000000000006,-0.76,-0.57,-0.27,0.0
Pannie Kianzad,Raquel Pennington,2021-09-18,0,-2.5400000000000205,0.0,-3.255304585900067,0.7800000000000002,0.0,0.77,-0.09999999999999998,-0.42,0.06,0.030000000000000027,-0.5
Brandon Jenkins,Rongzhu,2021-09-18,0,2.539999999999992,7.6200000000000045,8.435318275154007,-3.1199999999999997,-0.10000000000000003,2.670000000000001,-0.2,-1.34,-0.62,-0.57,-0.1
Montel Jackson,JP Buys,2021-09-18,1,20.319999999999993,12.700000000000017,4.016427104722794,1.1400000000000001,0.13,-1.62,0.19999999999999996,1.16,0.38,0.42000000000000004,-1.9999999999999998
Sarah Alpar,Erin Blanchfield,2021-09-18,0,-7.619999999999976,0.0,7.923340177960302,-2.8800000000000003,0.0,1.8099999999999996,-0.19999999999999996,-0.34999999999999987,-0.08000000000000002,-0.5800000000000001,-0.5
Carlston Harris,Impa Kasanganay,2021-09-18,1,2.539999999999992,2.539999999999992,6.527036276522928,-1.62,-0.06,-0.16000000000000014,-0.06999999999999995,-0.6200000000000001,-0.37999999999999995,-0.10999999999999999,0.3
Emily Whitmire,Hannah Goldy,2021-09-18,0,5.0800000000000125,2.539999999999992,0.9856262833675551,-2.6900000000000004,-0.15999999999999998,-1.69,0.040000000000000036,1.2399999999999998,0.54,0.15999999999999992,0.3
Derek Brunson,Darren Till,2021-09-04,1,7.6200000000000045,2.539999999999992,8.971937029431892,1.21,0.009999999999999953,-0.26000000000000023,-0.050000000000000044,2.59,-0.13,0.16000000000000003,0.6
Serghei Spivac,Tom Aspinall,2021-09-04,0,0.0,-5.0800000000000125,-1.7878165639972643,-4.0600000000000005,-0.20000000000000007,0.6100000000000003,-0.040000000000000036,1.1999999999999997,-0.21000000000000008,-0.37,-0.8
David Zawada,Alex Morono,2021-09-04,0,7.6200000000000045,2.539999999999992,0.041067761806981906,-1.0600000000000005,0.019999999999999962,-0.33999999999999986,0.0,0.6499999999999999,0.09000000000000002,0.09999999999999998,1.4
Khalil Rountree Jr.,Modestas Bukauskas,2021-09-04,1,0.0,-5.0800000000000125,3.956194387405887,0.7399999999999998,-0.02999999999999997,0.4700000000000002,-0.010000000000000009,-0.23,-0.66,-0.24,0.0
Paddy Pimblett,Luigi Vendramini,2021-09-04,1,0.0,5.0800000000000125,1.034907597535934,2.6700000000000004,0.12,0.07000000000000028,-0.14999999999999997,-0.42000000000000015,0.06,-0.56,0.6
Ji Yeon Kim,Molly McCann,2021-09-04,0,25.400000000000006,7.6200000000000045,0.5420944558521583,0.08999999999999986,-0.13,0.7599999999999998,-0.05999999999999994,-1.78,-0.36,0.12,-0.4
Jack Shore,Liudvik Sholinian,2021-09-04,1,0.0,-5.0800000000000125,-5.045859000684462,1.1,0.27999999999999997,-3.36,0.010000000000000009,3.22,0.39,0.07999999999999996,0.6
Charles Jourdain,Julian Erosa,2021-09-04,0,-12.700000000000017,-10.159999999999997,-6.324435318275153,-0.8199999999999994,0.010000000000000009,-2.1999999999999993,0.08000000000000007,-1.35,-0.22,-0.14999999999999997,-0.09999999999999998
Dalcha Lungiambula,Marc-Andre Barriault,2021-09-04,0,5.079999999999984,-12.699999999999989,2.554414784394247,-2.5800000000000005,-0.019999999999999962,-2.0100000000000002,0.030000000000000027,1.8,0.16999999999999998,0.08999999999999997,-0.1
Giga Chikadze,Edson Barboza,2021-08-28,1,-2.539999999999992,2.539999999999992,-2.5927446954140976,-0.3899999999999997,-0.020000000000000018,-1.2099999999999995,0.039999999999999925,-0.25,-0.16999999999999998,-0.07999999999999996,0.1
Bryan Battle,Gilbert Urbina,2021-08-28,1,5.0800000000000125,-5.0800000000000125,1.5386721423682417,-0.4500000000000002,-0.040000000000000036,-0.5099999999999998,0.0,-2.09,-0.27,0.53,-0.29999999999999993
Ricky Turcios,Brady Hiestand,2021-08-28,1,0.0,2.539999999999992,5.900068446269678,1.9799999999999995,-0.10999999999999999,0.08999999999999986,0.0,-3.9499999999999997,-0.29000000000000004,0.020000000000000018,-0.8
Kevin Lee,Daniel Rodriguez,2021-08-28,0,7.6200000000000045,-10.159999999999997,-5.6783025325119745,-3.3200000000000003,-0.07,-1.8000000000000003,-0.06999999999999995,2.67,-0.07,0.10999999999999999,0.7000000000000001
Andre Petroski,Micheal Gillmore,2021-08-28,1,2.539999999999992,2.539999999999992,-4.208076659822041,0.71,-0.07999999999999996,-0.029999999999999805,0.08000000000000002,3.13,0.52,0.36,1.2
Makhmud Muradov,Gerald Meerschaert,2021-08-28,0,-5.0800000000000125,2.5400000000000205,-2.1437371663244384,1.2599999999999998,-0.020000000000000018,-0.8700000000000001,0.07999999999999996,1.3299999999999998,0.37000000000000005,0.37,-1.3
Abdul Razak Alhassan,Alessio Di Chirico,2021-08-28,1,-2.5400000000000205,-5.079999999999984,4.336755646817249,0.3200000000000003,0.09999999999999998,0.5699999999999998,-0.06999999999999995,-0.62,-0.06,-0.31999999999999995,0.2
Sam Alvey,Wellington Turman,2021-08-28,0,7.6200000000000045,5.0800000000000125,10.21218343600274,0.04999999999999982,-0.07,-0.54,0.07,-1.49,-0.06,0.39999999999999997,-0.7000000000000001
Darren Stewart,Dustin Jacoby,2021-08-28,0,-5.079999999999984,-7.6200000000000045,-2.7378507871321034,-2.3500000000000005,-0.02999999999999997,-0.6299999999999999,-0.08999999999999997,1.43,0.2,0.050000000000000044,0.1
Vanessa Demopoulos,JJ Aldrich,2021-08-28,0,-20.319999999999993,-7.6200000000000045,4.019164955509925,-0.5499999999999998,-0.07,1.0499999999999998,-0.2,-0.37999999999999995,-0.16,-0.41000000000000003,0.4
Pat Sabatini,Jamall Emmers,2021-08-28,1,-10.159999999999997,-5.0800000000000125,-1.295003422313485,-3.4099999999999997,0.050000000000000044,-2.76,-0.029999999999999916,1.6799999999999997,-0.12000000000000005,-0.31000000000000005,1.0
Guido Cannetti,Mana Martinez,2021-08-28,0,-5.0800000000000125,-10.160000000000025,16.265571526351813,-0.8900000000000001,0.07000000000000006,-2.1000000000000005,0.010000000000000009,1.55,0.13000000000000006,0.39,-0.09999999999999998
Kelvin Gastelum,Jared Cannonier,2021-08-21,0,-15.240000000000009,-5.0800000000000125,-7.605749486652975,-0.77,-0.07,-0.8299999999999996,0.009999999999999898,0.5,-0.050000000000000044,-0.040000000000000036,0.1
Clay Guida,Mark Madsen,2021-08-21,0,-5.079999999999984,-2.539999999999992,2.792607802874741,-0.9300000000000002,-0.15999999999999998,-0.9700000000000002,0.08999999999999997,0.2400000000000002,-0.31000000000000005,0.040000000000000036,0.6
Chase Sherman,Parker Porter,2021-08-21,0,7.6200000000000045,10.159999999999997,-4.569472963723477,-0.5099999999999998,-0.04999999999999999,0.33000000000000007,0.010000000000000009,-1.26,0.24,0.07999999999999996,-0.5
Saidyokub Kakhramonov,Trevin Jones,2021-08-21,1,-2.5400000000000205,2.539999999999992,-5.278576317590691,-0.08000000000000007,0.14,-3.41,0.18999999999999995,6.01,0.32999999999999996,0.22999999999999998,1.7
Vinc Pichel,Austin Hubbard,2021-08-21,1,2.539999999999992,0.0,9.078713210130047,-0.1900000000000004,0.040000000000000036,-0.9299999999999997,-0.010000000000000009,0.8700000000000001,0.22999999999999998,-0.37000000000000005,0.1
Brandon Royval,Alexandre Pantoja,2021-08-21,0,2.539999999999992,10.159999999999997,-2.3353867214236814,1.1600000000000001,-0.09000000000000002,0.3700000000000001,-0.06,-2.14,0.28,-0.23999999999999994,0.10000000000000009
Austin Lingo,Luis Saldana,2021-08-21,1,-7.619999999999976,-2.539999999999992,-3.449691991786448,-1.3000000000000003,-0.13,1.2100000000000004,-0.030000000000000027,-0.21000000000000002,0.49,0.31,-0.2
Domingo Pilarte,Brian Kelleher,2021-08-21,0,17.78,15.240000000000009,-3.381245722108144,-2.0,0.06,-1.63,-0.14,-0.48,0.010000000000000009,-0.05999999999999994,0.10000000000000009
Bea Malecki,Josiane Nunes,2021-08-21,0,17.78,17.78,2.3353867214236814,1.1899999999999995,0.030000000000000027,1.2000000000000002,0.10999999999999999,0.0,0.0,0.20000000000000007,1.1
William Knight,Fabio Cherant,2021-08-21,1,-2.5400000000000205,-7.619999999999976,6.644763860369611,1.27,0.16000000000000003,-1.5899999999999999,-0.030000000000000027,1.78,0.4,0.48,0.4
Roosevelt Roberts,Ignacio Bahamondes,2021-08-21,0,-5.0800000000000125,-2.539999999999992,3.540041067761809,-3.1500000000000004,-0.030000000000000027,-0.9700000000000002,-0.030000000000000027,1.18,0.26,-0.19999999999999996,0.09999999999999998
Ramiz Brahimaj,Sasha Palatnikov,2021-08-21,1,0.0,-7.619999999999976,-3.6769336071184107,-4.4,-0.050000000000000044,-2.1700000000000004,-0.050000000000000044,1.27,-0.6599999999999999,-0.25999999999999995,1.6
Derrick Lewis,Ciryl Gane,2021-08-07,0,-5.0800000000000125,-2.539999999999992,5.17453798767967,-2.99,-0.13,0.48,-0.21999999999999997,-0.13,0.01999999999999999,0.040000000000000036,-0.6
Pedro Munhoz,Jose Aldo,2021-08-07,0,-12.700000000000017,-2.5400000000000205,0.005475701574269465,1.73,-0.050000000000000044,2.48,-0.04999999999999993,0.010000000000000009,-0.35,-0.10000000000000009,0.4
Michael Chiesa,Vicente Luque,2021-08-07,0,0.0,5.079999999999984,3.972621492128674,-2.78,-0.09999999999999998,-3.5100000000000002,0.05999999999999994,2.2199999999999998,-0.010000000000000009,0.06000000000000005,0.30000000000000004
Tecia Pennington,Angela Hill,2021-08-07,1,-10.159999999999997,-5.0800000000000125,-4.59137577002053,-0.7299999999999995,-0.020000000000000018,-1.52,0.010000000000000009,-0.19999999999999996,-0.15999999999999998,-0.09999999999999998,-0.1
Song Yadong,Casey Kenney,2021-08-07,1,-2.539999999999992,2.539999999999992,-6.704996577686515,-0.5099999999999998,0.010000000000000009,-0.8599999999999999,-0.029999999999999916,-0.27000000000000013,0.06,0.12,-0.2
King Green,Rafael Fiziev,2021-08-07,0,0.0,5.0800000000000125,6.485968514715946,1.75,0.010000000000000009,-1.2599999999999998,0.12,0.33000000000000007,-0.27999999999999997,-0.18000000000000005,0.3
Drako Rodriguez,Vince Morales,2021-08-07,0,-2.5400000000000205,2.539999999999992,-5.593429158110883,-0.16999999999999993,-0.010000000000000009,0.4900000000000002,0.039999999999999925,2.22,0.19000000000000006,0.12,0.19999999999999996
Ed Herman,Alonzo Menifield,2021-08-07,0,2.5400000000000205,2.539999999999992,7.041752224503767,-0.5299999999999998,-0.050000000000000044,-0.10000000000000009,-0.09000000000000002,1.48,0.15999999999999998,-0.19000000000000006,0.8
Jessica Penne,Karolina Kowalkiewicz,2021-08-07,1,7.6200000000000045,5.079999999999984,2.7077344284736427,-2.91,-0.08999999999999997,-0.7199999999999998,-0.11000000000000004,0.93,-0.05000000000000002,-0.38,0.3
Manel Kape,Ode Osbourne,2021-08-07,1,-12.699999999999989,-5.0800000000000125,-1.848049281314168,1.7399999999999998,0.15000000000000002,0.6399999999999997,0.07999999999999996,-0.58,0.010000000000000009,0.12,-0.2
Miles Johns,Anderson Dos Santos,2021-08-07,1,-5.0800000000000125,5.0800000000000125,-8.681724845995895,0.6599999999999997,0.19,-2.38,0.16000000000000003,0.24,0.12,0.10999999999999999,-0.7
Victoria Leonardo,Melissa Gatto,2021-08-07,0,-12.699999999999989,0.0,6.206707734428473,-0.25,-0.10999999999999999,2.1399999999999997,-0.07000000000000006,-0.19999999999999996,0.0,0.13,-0.4
Johnny Munoz,Jamey Simmons,2021-08-07,1,2.539999999999992,7.6200000000000045,-0.43258042436687205,1.65,0.15,0.7400000000000002,-0.18999999999999995,2.4,0.25,-0.04999999999999999,1.8
Sean Strickland,Uriah Hall,2021-07-31,1,-7.6200000000000045,2.539999999999992,-6.576317590691307,2.7500000000000004,-0.06,0.6800000000000002,0.05999999999999994,0.12,0.24,0.040000000000000036,0.0
Gloria de Paula,Cheyanne Vlismas,2021-07-31,0,10.159999999999997,5.079999999999984,0.041067761806981906,-0.040000000000000036,0.030000000000000027,1.2000000000000002,0.020000000000000018,0.49,0.03999999999999998,-0.010000000000000009,0.3
Jared Gooden,Niklas Stolze,2021-07-31,1,7.6200000000000045,-2.539999999999992,-0.9363449691991796,2.2800000000000002,0.0,4.49,-0.03999999999999998,0.25,-0.55,0.09999999999999998,-0.29999999999999993
Collin Anglin,Melsik Baghdasaryan,2021-07-31,0,2.539999999999992,0.0,-1.0650239561943877,-0.39000000000000057,-0.09999999999999998,2.39,-0.050000000000000044,2.28,0.66,0.30000000000000004,0.0
Bryan Barberena,Jason Witt,2021-07-31,0,5.079999999999984,5.079999999999984,-2.4859685147159496,3.1999999999999997,0.03999999999999998,2.05,-0.08000000000000002,-6.7700000000000005,-0.26,-0.5,-0.6000000000000001
Rafa Garcia,Chris Gruetzemacher,2021-07-31,0,5.0800000000000125,-2.539999999999992,-8.136892539356602,-1.8999999999999995,-0.12999999999999995,-0.54,0.08999999999999997,3.0100000000000002,-0.04999999999999999,0.12,0.4
Jinh Yu Frey,Ashley Yoder,2021-07-31,1,-10.159999999999997,-10.159999999999997,2.4175222450376452,-0.44999999999999973,0.03999999999999998,0.10000000000000053,0.050000000000000044,-0.07000000000000006,0.08999999999999997,0.24,-0.3
Zarrukh Adashev,Ryan Benoit,2021-07-31,1,-7.6200000000000045,0.0,-2.9267624914442187,0.77,0.010000000000000009,-0.6099999999999999,0.06000000000000005,-0.28,-0.22,0.28,0.09999999999999998
Orion Cosce,Phil Rowe,2021-07-31,0,-22.859999999999985,-10.159999999999997,-3.9917864476386065,-0.7399999999999998,0.040000000000000036,-0.13000000000000078,-0.06,1.46,0.040000000000000036,0.07999999999999996,-0.2
Cory Sandhagen,TJ Dillashaw,2021-07-24,0,7.6200000000000045,12.700000000000017,-6.198494182067076,-0.22999999999999954,0.040000000000000036,0.0,-0.05999999999999994,-0.41000000000000014,0.040000000000000036,-0.20999999999999996,-0.6000000000000001
Kyler Phillips,Raulian Paiva,2021-07-24,0,7.6200000000000045,0.0,0.34770704996577706,0.6100000000000003,0.010000000000000009,-1.1799999999999997,0.09999999999999998,2.17,0.23999999999999996,-0.020000000000000018,0.09999999999999998
Darren Elkins,Darrick Minner,2021-07-24,1,5.0800000000000125,7.6200000000000045,5.949349760438054,0.77,-0.27,1.06,0.16000000000000003,0.4700000000000002,-0.37999999999999995,-0.09999999999999998,-1.6
Miranda Maverick,Maycee Barber,2021-07-24,0,0.0,-5.079999999999984,0.8788501026694036,-1.3399999999999994,-0.09000000000000002,-0.5299999999999998,0.05999999999999994,0.6000000000000001,-0.04999999999999999,-0.06,0.30000000000000004
Randy Costa,Adrian Yanez,2021-07-24,0,7.619999999999976,5.079999999999984,-0.5995893223819309,0.5700000000000003,0.050000000000000044,2.34,0.019999999999999907,0.0,0.0,-0.25,0.0
Punahele Soriano,Brendan Allen,2021-07-24,0,-7.6200000000000045,-7.6200000000000045,3.096509240246405,0.6699999999999999,0.010000000000000009,-0.46999999999999975,0.0,0.44999999999999996,0.10000000000000003,-0.08999999999999997,-1.0
Ian Heinisch,Nassourdine Imavov,2021-07-24,0,-7.6200000000000045,-10.159999999999997,7.570157426420259,-1.0300000000000002,-0.040000000000000036,-0.18999999999999995,0.010000000000000009,0.28,-0.15,-0.22000000000000008,-0.30000000000000004
Jordan Williams,Mickey Gall,2021-07-24,0,2.539999999999992,-2.5400000000000205,1.2758384668035596,2.33,0.010000000000000009,0.7400000000000002,-0.14,-0.039999999999999813,0.18,0.48,-1.6
Andre Ewell,Julio Arce,2021-07-24,0,12.699999999999989,2.539999999999992,1.7659137577002042,-0.08000000000000007,0.040000000000000036,1.8200000000000003,-0.17000000000000004,-0.10000000000000003,0.47,-0.24,-0.19999999999999998
Sijara Eubanks,Elise Reed,2021-07-24,1,10.159999999999997,2.539999999999992,7.608487337440106,0.8899999999999997,-0.10000000000000003,0.17000000000000037,0.05999999999999994,1.44,-0.15999999999999998,0.13,0.3
Diana Belbita,Hannah Goldy,2021-07-24,1,17.78,7.6200000000000045,-4.1067761806981515,1.2599999999999998,-0.06,1.88,0.010000000000000009,0.19999999999999996,0.5,0.09999999999999998,-0.2
Islam Makhachev,Thiago Moises,2021-07-17,1,0.0,2.5400000000000205,3.4031485284052003,-0.06999999999999984,0.15999999999999998,-2.95,0.08999999999999997,1.73,0.2700000000000001,0.39,-0.10000000000000009
Miesha Tate,Marion Reneau,2021-07-17,1,-7.6200000000000045,0.0,-9.160848733744011,-0.5800000000000001,0.030000000000000027,-0.4700000000000002,-0.07999999999999996,1.35,-0.33,0.06000000000000005,0.3999999999999999
Mateusz Gamrot,Jeremy Stephens,2021-07-17,1,-2.539999999999992,2.5400000000000205,-4.547570157426424,0.08000000000000007,0.10999999999999999,-0.43999999999999995,0.030000000000000027,4.119999999999999,0.0,0.21999999999999997,-0.2
Rodolfo Vieira,Dustin Stoltzfus,2021-07-17,1,-5.0800000000000125,0.0,2.1382614647501725,0.13000000000000034,0.09000000000000002,1.0500000000000003,0.020000000000000018,0.79,-0.15,0.13999999999999996,-0.20000000000000007
Billy Quarantillo,Gabriel Benitez,2021-07-17,1,-2.539999999999992,5.0800000000000125,-0.48186173853525105,2.1800000000000006,0.13000000000000006,1.3399999999999999,-0.21000000000000002,1.25,-0.26,0.05999999999999994,0.09999999999999998
Daniel Rodriguez,Preston Parsons,2021-07-17,1,7.6200000000000045,5.079999999999984,8.536618754277892,3.66,-0.020000000000000018,2.1500000000000004,0.029999999999999916,-2.95,0.14,-0.06999999999999995,-2.1999999999999997
Montserrat Conejo Ruiz,Amanda Lemos,2021-07-17,0,-10.159999999999997,-10.159999999999997,-5.7056810403833005,-0.54,-0.26000000000000006,3.1800000000000006,-0.010000000000000009,0.73,-0.14,-0.19,-0.09999999999999998
Khalid Taha,Sergey Morozov,2021-07-17,0,5.079999999999984,-2.539999999999992,-2.6721423682409338,-0.36999999999999966,-0.10999999999999999,1.15,-0.14999999999999997,-3.63,-0.31,-0.07000000000000006,0.2
Malcolm Gordon,Francisco Figueiredo,2021-07-17,1,7.6200000000000045,2.5400000000000205,-0.5694729637234772,0.45999999999999996,-0.15999999999999998,-0.5899999999999999,-0.18,-0.7899999999999998,-0.4,-0.5,0.6
Conor McGregor,Dustin Poirier,2021-07-10,0,5.0800000000000125,0.0,0.517453798767967,0.08000000000000007,-0.010000000000000009,0.08999999999999986,0.020000000000000018,-0.47999999999999987,0.20000000000000007,0.020000000000000018,-1.0999999999999999
Stephen Thompson,Gilbert Burns,2021-07-10,0,10.159999999999997,5.079999999999984,3.436002737850785,0.8899999999999997,-0.019999999999999962,-0.6800000000000002,0.020000000000000018,-1.81,0.0,0.09999999999999998,-0.4
Tai Tuivasa,Greg Hardy,2021-07-10,1,-12.699999999999989,-7.6200000000000045,-4.632443531827519,-1.42,-0.020000000000000018,1.3000000000000003,-0.13000000000000006,-0.2,-0.33,-0.06000000000000005,0.0
Irene Aldana,Yana Santos,2021-07-10,1,0.0,7.6200000000000045,1.6290212183436026,0.7800000000000002,-0.17999999999999994,3.5199999999999996,0.040000000000000036,-0.63,0.030000000000000027,0.26,0.1
Kris Moutinho,Sean O'Malley,2021-07-10,0,-10.159999999999997,-10.159999999999997,2.2067077344284733,-2.6300000000000003,-0.26999999999999996,5.959999999999999,-0.29,-0.23,-0.42,-0.3,-0.2
Carlos Condit,Max Griffin,2021-07-10,0,-2.539999999999992,7.6200000000000045,1.5934291581108795,-0.040000000000000036,-0.07999999999999996,-1.02,-0.029999999999999916,-0.85,0.050000000000000044,-0.30999999999999994,0.8
Niko Price,Michel Pereira,2021-07-10,0,7.6200000000000045,-2.539999999999992,4.019164955509925,0.8300000000000001,-0.08000000000000002,1.25,-0.020000000000000018,-0.050000000000000044,-0.22000000000000003,-0.25,0.0
Ilia Topuria,Ryan Hall,2021-07-10,1,-2.5400000000000205,-7.6200000000000045,-11.912388774811774,2.4400000000000004,0.0,2.64,-0.030000000000000027,1.51,0.48,0.95,-1.3000000000000003
Dricus Du Plessis,Trevin Giles,2021-07-10,1,5.079999999999984,2.539999999999992,-1.4401095140314872,2.01,-0.06000000000000005,1.94,-0.05999999999999994,1.1500000000000001,0.010000000000000009,-0.37999999999999995,0.39999999999999997
Jennifer Maia,Jessica Eye,2021-07-10,1,-5.079999999999984,-5.079999999999984,-2.195756331279945,0.48999999999999977,0.010000000000000009,0.3299999999999992,0.0,-0.15999999999999998,-0.13,0.010000000000000009,-0.4
Brad Tavares,Omari Akhmedov,2021-07-10,1,2.5400000000000205,2.539999999999992,-0.19164955509924653,0.43999999999999995,0.08999999999999997,0.48,-0.010000000000000009,-1.8800000000000001,-0.19,0.15000000000000002,-0.2
Zhalgas Zhumagulov,Jerome Rivera,2021-07-10,1,-15.240000000000009,-15.240000000000009,6.644763860369608,2.0300000000000002,0.09999999999999998,3.2600000000000002,0.010000000000000009,1.3,0.19,0.35,0.2
Ciryl Gane,Alexander Volkov,2021-06-26,1,2.5400000000000205,-7.6200000000000045,-1.4647501711156714,0.5600000000000005,0.040000000000000036,-0.5899999999999999,0.05999999999999994,0.12,-0.39,-0.21000000000000008,0.39999999999999997
Ovince Saint Preux,Tanner Boser,2021-06-26,0,12.699999999999989,2.539999999999992,8.317590691307323,-1.7900000000000005,-0.06000000000000005,0.33000000000000007,-0.09999999999999998,1.09,0.36,-0.019999999999999907,0.5
Raoni Barcelos,Timur Valiev,2021-06-26,0,0.0,2.5400000000000205,2.7214236824093128,-0.54,-0.020000000000000018,0.9100000000000001,0.14999999999999997,0.7799999999999998,-0.09000000000000002,0.31999999999999995,0.39999999999999997
Tim Means,Nicolas Dalby,2021-06-26,1,2.539999999999992,7.6200000000000045,0.7392197125256672,1.1600000000000001,0.06,0.14000000000000012,0.07999999999999996,0.23999999999999988,0.14,0.050000000000000044,0.1
Jai Herbert,Renato Moicano,2021-06-26,0,12.700000000000017,5.079999999999984,1.0212183436002746,-0.9099999999999997,-0.08000000000000002,-0.20999999999999996,-0.06999999999999995,-1.26,-0.19000000000000003,0.020000000000000018,-0.6
Kennedy Nzechukwu,Danilo Marques,2021-06-26,1,15.23999999999998,-2.539999999999992,-6.464065708418893,3.52,-0.33,2.06,-0.010000000000000009,-3.43,0.16999999999999998,0.8,-0.6000000000000001
Shavkat Rakhmonov,Michel Prazeres,2021-06-26,1,25.400000000000006,17.78,-13.24572210814511,0.8700000000000001,0.13,-0.33999999999999986,-0.05999999999999994,-2.54,-0.10999999999999999,0.38,0.6
Jeremiah Wells,Warlley Alves,2021-06-26,1,5.0800000000000125,-5.0800000000000125,4.180698151950718,-0.69,-0.019999999999999962,-2.67,-0.020000000000000018,1.84,-0.03999999999999998,-0.12,0.5
Ike Villanueva,Marcin Prachnio,2021-06-26,0,0.0,-5.0800000000000125,4.276522929500338,-1.8599999999999994,-0.16000000000000003,4.09,-0.18000000000000005,0.45999999999999996,0.3,0.47,0.0
Julija Stoliarenko,Julia Avila,2021-06-26,0,-5.0800000000000125,0.0,-4.908966461327861,-0.06999999999999984,-0.03999999999999998,1.1700000000000004,-0.09000000000000002,0.15000000000000002,-0.16999999999999998,0.020000000000000018,1.2
Justin Jaynes,Charles Rosa,2021-06-26,0,-2.539999999999992,-5.079999999999984,-2.9623545516769347,0.2599999999999998,0.08000000000000002,1.4700000000000002,0.15000000000000002,-0.9199999999999999,0.050000000000000044,-0.18,0.10000000000000009
Damir Hadzovic,Yancy Medeiros,2021-06-26,1,-12.699999999999989,-2.5400000000000205,1.081451060917182,-1.0200000000000005,0.09999999999999998,-1.9299999999999997,0.12,0.5800000000000001,0.040000000000000036,-0.38999999999999996,-0.6
Dan Ige,Chan Sung Jung,2021-06-19,0,-2.539999999999992,0.0,-4.3887748117727625,-0.33000000000000007,0.040000000000000036,-0.9599999999999995,0.040000000000000036,0.2300000000000001,-0.18,-0.15999999999999992,-0.39999999999999997
Serghei Spivac,Aleksei Oleinik,2021-06-19,1,-5.079999999999984,2.539999999999992,-17.59616700889801,0.2799999999999998,-0.010000000000000009,0.4300000000000006,0.08000000000000002,1.9999999999999998,0.12999999999999995,0.26,-1.4
Davey Grant,Marlon Vera,2021-06-19,0,-2.5400000000000205,0.0,6.956878850102665,1.4000000000000004,-0.019999999999999962,-1.2999999999999998,0.040000000000000036,0.48,-0.010000000000000009,-0.05999999999999994,-0.6000000000000001
Julian Erosa,SeungWoo Choi,2021-06-19,0,0.0,2.539999999999992,3.260780287474333,2.6199999999999997,0.09999999999999998,3.1499999999999995,0.010000000000000009,0.9,-0.11000000000000004,-0.08999999999999997,0.7
Bruno Silva,Wellington Turman,2021-06-19,1,5.0800000000000125,0.0,7.025325119780973,0.6299999999999999,-0.030000000000000027,1.1799999999999997,-0.040000000000000036,-0.78,0.01999999999999999,0.32,-0.8
