f_1_name,f_2_name,f_1_odds,f_2_odds,event_date,Y,delta_reach_cm,delta_height_cm,delta_age,delta_SlpM,delta_Str_Acc,delta_SApM,delta_Str_Def,delta_TD_Avg,delta_TD_Acc,delta_TD_Def,delta_Sub_Avg,delta_elo,delta_win_streak,delta_loss_streak,delta_win_rate_last_5,delta_ufc_win_rate,delta_ufc_fights,delta_rank,is_ranked_f1,is_ranked_f2,delta_win_rate_3y,delta_SlpM_3y,delta_SApM_3y,delta_TD_Def_3y
Alonzo Menifield,Paul Craig,1.77,2.06,2019-06-29,1,0.0,-7.6200000000000045,0.10951403148528271,1.3399999999999999,0.08000000000000002,0.77,0.08000000000000002,-0.95,0.13,0.43000000000000005,-1.1,14.04349737796042,0,0,0.6,0.5,-5,5.0,1.0,0.0,0.0,1.3399999999999999,0.7700000000000005,0.43
Francis Ngannou,Junior Dos Santos,2.01,1.81,2019-06-29,1,15.23999999999998,0.0,-2.598220396988367,-2.16,-0.06,-1.17,-0.15000000000000008,0.46,0.12,-0.10000000000000009,0.19999999999999998,-46.96614379051607,-1,0,-0.20000000000000007,0.010526315789473717,-9,0.0,0.0,0.0,0.0,-2.16,-1.17,-0.10000000000000009
Eryk Anders,Vinicius Moreira,2.15,1.71,2019-06-29,1,-2.539999999999992,-7.6200000000000045,1.8590006844626927,0.29000000000000004,-0.12,-1.04,0.07,-0.1399999999999999,0.07,0.8,-1.2,5.393783809487786,0,2,0.2,0.42857142857142855,6,0.0,0.0,0.0,0.0,0.2900000000000005,-1.04,0.7999999999999999
Dan Moret,Jared Gordon,2.18,1.69,2019-06-29,0,12.699999999999989,7.6200000000000045,1.7932922655715302,-2.9000000000000004,-0.10000000000000003,-0.5500000000000003,-0.12000000000000005,-0.6599999999999999,-0.07,-0.14999999999999997,0.4,-29.942212788777624,0,0,-0.5,-0.5,-2,-0.0,0.0,0.0,-0.0,-2.9000000000000004,-0.5500000000000003,-0.14999999999999997
Dequan Townsend,Dalcha Lungiambula,2.06,1.77,2019-06-29,0,7.6200000000000045,17.78,1.2210814510609183,-1.8399999999999999,-0.10999999999999999,-0.010000000000000231,-0.14,-2.14,-0.45,-0.31,-0.0,-0.0,0,0,-0.0,-0.0,0,-0.0,0.0,0.0,-0.0,0.029999999999999583,0.0,0.0
Amanda Ribas,Emily Whitmire,1.46,2.74,2019-06-29,1,7.619999999999976,-2.539999999999992,-2.2587268993839835,1.7599999999999998,0.08000000000000002,0.31000000000000005,0.05999999999999994,0.1499999999999999,-0.14,0.12,0.09999999999999998,-17.987308222329602,-2,0,-0.16666666666666663,-0.16666666666666663,-3,10.0,1.0,0.0,0.5,0.029999999999999583,0.0,0.0
Maurice Greene,Junior Albini,1.63,2.3,2019-06-29,1,15.23999999999998,10.159999999999997,4.692676249144423,-0.7000000000000002,-0.06,-2.47,-0.07,-1.54,-0.37,-0.73,0.4,59.07315156012737,2,-3,0.75,0.75,-2,0.0,0.0,0.0,0.0,-0.7000000000000002,-2.47,-0.73
Ricardo Ramos,Journey Newson,1.97,1.85,2019-06-29,1,12.699999999999989,10.159999999999997,-6.401095140314855,0.27,0.03999999999999998,1.4000000000000004,-0.09999999999999998,1.9499999999999997,0.4099999999999999,0.24000000000000005,0.7,30.615057479526058,0,1,0.25,0.25,4,0.0,0.0,0.0,-0.5,0.029999999999999583,0.0,0.0
Jon Jones,Thiago Santos,1.36,3.16,2019-07-06,1,20.32000000000002,5.079999999999984,-3.5290896646132808,0.6599999999999997,0.09999999999999998,-0.3299999999999996,0.10999999999999999,1.0099999999999998,0.12,0.29999999999999993,0.4,120.26064030327643,11,0,0.19999999999999996,0.22514619883040932,1,0.0,0.0,0.0,0.0,0.6599999999999997,-0.3299999999999996,0.2999999999999998
Amanda Nunes,Holly Holm,1.47,2.7,2019-07-06,1,0.0,0.0,-6.617385352498289,1.42,0.10999999999999999,-0.2999999999999998,0.019999999999999907,1.8599999999999999,0.24000000000000005,0.05999999999999994,0.6,111.39284905443765,7,0,0.6,0.3535353535353535,2,0.0,0.0,0.0,0.0,1.42,-0.2999999999999998,0.05999999999999994
Ben Askren,Jorge Masvidal,2.15,1.71,2019-07-06,0,-2.5400000000000205,-0.0,0.32032854209445816,-0.4099999999999997,0.020000000000000018,2.6100000000000003,-0.28,2.95,-0.039999999999999925,-0.72,0.6000000000000001,-51.28853304444988,0,0,0.4,0.375,-15,-0.0,0.0,0.0,-0.0,-0.4099999999999997,2.61,-0.7199999999999999
Luke Rockhold,Jan Blachowicz,1.6,2.36,2019-07-06,0,-2.539999999999992,2.539999999999992,-1.6454483230663897,0.5499999999999998,-0.010000000000000009,-0.45999999999999996,0.010000000000000009,-0.28,-0.19,-0.039999999999999925,0.6,39.85401907335245,0,0,-0.20000000000000007,0.12121212121212122,-2,-0.0,0.0,0.0,-0.0,0.5499999999999994,-0.45999999999999996,-0.040000000000000036
Diego Sanchez,Michael Chiesa,1.81,2.02,2019-07-06,0,-7.6200000000000045,-7.619999999999976,5.932922655715267,0.6699999999999999,-0.030000000000000027,1.29,-0.009999999999999898,-1.5999999999999999,-0.22999999999999998,-0.19,-0.19999999999999996,8.808388681377437,1,0,-0.0,-0.04597701149425282,17,-0.0,0.0,0.0,-0.0,0.6699999999999999,1.2900000000000003,-0.19
Nohelin Hernandez,Marlon Vera,3.42,1.32,2019-07-06,0,2.539999999999992,5.0800000000000125,-1.2429842573579712,-2.8599999999999994,-0.12999999999999995,-2.71,0.020000000000000018,0.24,0.10999999999999999,-0.33999999999999997,-0.8,-47.83835544047906,-3,0,-0.09999999999999998,-0.13636363636363635,-11,-10.0,0.0,1.0,0.5,0.029999999999999583,0.0,0.0
Randa Markos,Claudia Gadelha,1.92,1.89,2019-07-06,0,-0.0,-0.0,3.326488706365506,-0.33999999999999986,0.020000000000000018,-1.4700000000000002,0.010000000000000009,-1.9099999999999997,-0.13999999999999996,-0.05999999999999994,-0.49999999999999994,-17.64535881018287,1,-1,-0.0,-0.05555555555555558,1,-0.0,0.0,0.0,-0.0,-0.33999999999999986,-1.4700000000000002,-0.05999999999999994
Alejandro Perez,Song Yadong,3.01,1.39,2019-07-06,0,-0.0,-5.0800000000000125,8.249144421629019,-0.8899999999999997,-0.08000000000000002,-0.6299999999999999,0.05999999999999994,-0.2799999999999999,-0.18999999999999997,-0.030000000000000027,0.09999999999999998,20.535632386779298,-3,1,-0.19999999999999996,-0.2222222222222222,6,-15.0,0.0,1.0,-0.0,-0.8899999999999997,-0.6299999999999999,-0.030000000000000027
Edmen Shahbazyan,Jack Marshman,1.67,2.21,2019-07-06,1,2.5400000000000205,5.0800000000000125,-7.920602327173167,1.3199999999999994,0.22999999999999998,-0.3200000000000003,-0.06000000000000005,1.43,0.36,0.46,0.4,28.43313707143875,1,0,0.6,0.5,-4,0.0,0.0,0.0,0.0,1.3199999999999994,-0.3200000000000003,0.4600000000000001
Ismail Naurdiev,Chance Rencountre,1.88,1.93,2019-07-06,0,-2.539999999999992,-10.159999999999997,-9.631759069130734,2.56,0.32,-1.87,0.15000000000000002,0.1299999999999999,0.14,0.57,-0.09999999999999998,18.660654593131994,0,0,0.5,0.5,-1,-0.0,0.0,0.0,-0.0,2.56,-1.87,0.57
Julia Avila,Pannie Kianzad,1.84,1.98,2019-07-06,1,5.0800000000000125,0.0,3.575633127994525,-2.07,-0.07,-0.81,0.040000000000000036,0.22000000000000003,0.03999999999999998,-0.13,0.1,16.0,0,-1,0.5,0.5,-1,0.0,0.0,0.0,0.5,0.029999999999999583,0.0,0.0
Arnold Allen,Gilbert Melendez,1.12,6.32,2019-07-06,1,-7.619999999999976,-2.539999999999992,-11.780971937029431,0.08000000000000007,0.09999999999999998,0.6200000000000001,-0.030000000000000027,-0.3999999999999999,0.19,0.020000000000000018,0.09999999999999998,119.19323200440431,5,-4,0.8,0.8333333333333334,-1,13.0,1.0,0.0,0.0,0.08000000000000007,0.6200000000000001,0.020000000000000018
Aspen Ladd,Germaine de Randamie,1.82,1.99,2019-07-13,0,-12.700000000000017,-7.6200000000000045,-10.850102669404517,1.21,0.009999999999999953,2.6500000000000004,-0.18000000000000005,1.56,0.47,-0.030000000000000027,0.19999999999999996,-15.433031082487105,-1,0,0.19999999999999996,0.16666666666666663,-3,-0.0,0.0,0.0,-0.0,1.21,2.6500000000000004,-0.030000000000000027
Urijah Faber,Ricky Simon,1.72,2.13,2019-07-13,1,-5.079999999999984,0.0,13.30047912388775,-0.3799999999999999,-0.019999999999999962,-1.31,0.030000000000000027,-2.95,-0.10999999999999999,-0.18000000000000005,0.5,11.787855018324763,-2,0,-0.6,-0.375,13,0.0,0.0,0.0,0.0,-0.3799999999999999,-1.31,-0.18000000000000016
Karl Roberson,Wellington Turman,1.88,1.94,2019-07-13,1,5.0800000000000125,2.539999999999992,5.798767967145789,-0.6600000000000001,0.0,-1.75,0.11999999999999994,-0.8300000000000001,0.2,-0.019999999999999962,-0.30000000000000004,4.0638364380477014,0,1,0.0,0.0,4,0.0,0.0,0.0,-0.5,0.029999999999999583,0.0,0.0
Cezar Ferreira,Marvin Vettori,1.77,2.06,2019-07-13,0,10.159999999999997,2.539999999999992,8.594113620807668,-2.8400000000000003,-0.030000000000000027,-2.11,-0.030000000000000027,1.28,0.10000000000000003,0.15999999999999992,0.09999999999999998,49.8423590777561,0,0,0.09999999999999998,0.1428571428571429,10,-0.0,0.0,0.0,-0.0,-2.8400000000000003,-2.11,0.16000000000000003
Josh Emmett,Mirsad Bektic,2.06,1.77,2019-07-13,1,0.0,-5.0800000000000125,5.9548254620123195,1.2399999999999998,-0.06,2.7199999999999998,0.020000000000000018,-2.91,-0.16000000000000003,-0.49000000000000005,-0.30000000000000004,-26.020542241516296,-1,0,-0.20000000000000007,-0.1428571428571428,0,0.0,0.0,0.0,0.0,1.2400000000000002,2.7199999999999998,-0.49000000000000005
Ryan Hall,Darren Elkins,2.17,1.7,2019-07-13,1,-2.539999999999992,0.0,-0.7720739219712556,-1.02,0.12,-2.01,0.14,-2.65,-0.25,-0.56,1.1,-45.50059621744822,3,-2,0.4,0.30000000000000004,-17,0.0,0.0,0.0,0.0,-1.02,-2.01,-0.56
Nicco Montano,Julianna Pena,1.99,1.83,2019-07-13,0,-10.159999999999997,-2.539999999999992,0.6735112936344976,2.4999999999999996,-0.030000000000000027,1.8699999999999997,0.07000000000000006,0.55,-0.0,0.44999999999999996,-0.4,-27.44636883277599,1,-1,0.19999999999999996,0.19999999999999996,-4,-0.0,0.0,0.0,-0.0,2.4999999999999996,1.8699999999999997,0.44999999999999996
Vince Morales,Benito Lopez,1.95,1.86,2019-07-13,0,-7.619999999999976,-7.6200000000000045,3.397672826830938,-0.8499999999999996,-0.08000000000000002,-1.2699999999999996,-0.020000000000000018,0.71,0.47,-0.09999999999999998,0.2,2.054324352053982,1,-1,-0.0,-0.0,0,-0.0,0.0,0.0,-0.0,-0.8499999999999996,-1.2699999999999996,-0.09999999999999998
Sheymon Moraes,Andre Fili,2.03,1.79,2019-07-13,0,-5.0800000000000125,-7.6200000000000045,-0.2956878850102669,-0.8900000000000001,0.04999999999999999,-0.9099999999999997,0.14,-2.24,-0.46,-0.17999999999999994,-0.2,-33.42490144991325,-1,1,-0.09999999999999998,-0.08333333333333337,-8,-0.0,0.0,0.0,-0.0,-0.8900000000000001,-0.9099999999999997,-0.17999999999999994
Brianna Fortino,Livinha Souza,1.96,1.86,2019-07-13,1,-2.5400000000000205,-7.6200000000000045,-2.401095140314851,1.7799999999999998,-0.040000000000000036,-0.3700000000000001,0.009999999999999898,-0.040000000000000036,0.0,0.26,-1.4,-29.954937222801846,-2,0,-0.5,-0.5,-2,0.0,0.0,0.0,0.5,0.029999999999999583,0.0,0.0
Jonathan Martinez,Pingyuan Liu,2.05,1.78,2019-07-13,1,-5.079999999999984,5.0800000000000125,-1.1800136892539363,2.0800000000000005,0.15999999999999998,1.0999999999999996,0.020000000000000018,0.13,0.14999999999999997,0.12,-0.9,-32.562798865757486,-1,0,-0.5,-0.5,0,0.0,0.0,0.0,0.0,2.0800000000000005,1.0999999999999996,0.12
Rafael Dos Anjos,Leon Edwards,2.73,1.46,2019-07-20,0,-10.159999999999997,-15.240000000000009,6.828199863107461,0.8799999999999999,-0.07000000000000006,0.79,0.07999999999999996,0.7,-0.020000000000000018,-0.08999999999999997,0.19999999999999996,22.33680178728764,-6,0,-0.4,-0.1515151515151516,16,-12.0,0.0,1.0,-0.0,0.8799999999999999,0.79,-0.08999999999999997
Aleksei Oleinik,Walt Harris,1.56,2.45,2019-07-20,0,7.619999999999976,-7.6200000000000045,5.971252566735117,0.2400000000000002,0.08999999999999997,0.46999999999999975,-0.10000000000000003,1.53,0.18,-0.32999999999999996,1.7999999999999998,45.126893277484214,-2,1,-0.0,0.2121212121212121,-2,-0.0,0.0,0.0,-0.0,0.23999999999999932,0.4700000000000011,-0.33
Juan Adams,Greg Hardy,2.07,1.76,2019-07-20,0,-0.0,-0.0,-3.4688569472963735,2.3,0.050000000000000044,0.7499999999999996,-0.21000000000000002,0.71,0.33,-0.07000000000000006,-0.0,0.7293281598726935,-1,1,-0.0,-0.0,0,-0.0,0.0,0.0,-0.0,2.3,0.7499999999999996,-0.07000000000000006
Dan Hooker,James Vick,1.49,2.65,2019-07-20,1,-2.539999999999992,-7.6200000000000045,-2.9733059548254666,0.6900000000000004,0.08999999999999997,1.6300000000000003,-0.10999999999999999,0.42000000000000004,0.0,0.20000000000000007,-0.09999999999999998,-31.514021911290456,0,-1,0.20000000000000007,-0.11363636363636365,-1,11.0,1.0,0.0,0.0,0.6900000000000004,1.6300000000000003,0.20000000000000007
Andrei Arlovski,Ben Rothwell,1.9,1.91,2019-07-20,1,-2.539999999999992,-2.539999999999992,2.6995208761122527,0.10999999999999988,0.030000000000000027,-1.4099999999999997,0.09999999999999998,-0.31000000000000005,0.009999999999999953,0.06000000000000005,-0.2,0.1129963321957348,0,1,-0.19999999999999996,0.025974025974025983,17,0.0,0.0,0.0,0.0,0.10999999999999988,-1.4099999999999997,0.06000000000000005
Francisco Trinaldo,Alexander Hernandez,1.44,2.8,2019-07-20,0,-5.079999999999984,-0.0,14.105407255304588,-1.1000000000000005,0.04999999999999999,-1.7800000000000002,0.010000000000000009,-0.07000000000000006,0.07,-0.08000000000000007,0.4,83.95734654746934,1,-1,-0.06666666666666665,0.05555555555555558,15,-0.0,0.0,0.0,-0.0,-1.1000000000000005,-1.7800000000000002,-0.08000000000000007
Raquel Pennington,Irene Aldana,1.58,2.39,2019-07-20,1,-2.539999999999992,-5.079999999999984,-0.4462696783025315,-1.0900000000000007,0.09999999999999998,-3.32,0.04999999999999993,0.6799999999999999,-0.22999999999999998,-0.15000000000000002,0.39999999999999997,13.317638333832974,-3,2,0.0,0.0,5,5.0,1.0,1.0,0.0,-1.0900000000000007,-3.319999999999999,-0.15000000000000002
Sam Alvey,Klidson Abreu,1.7,2.16,2019-07-20,0,2.539999999999992,5.0800000000000125,6.636550308008214,1.23,0.03999999999999998,0.73,-0.030000000000000027,-0.5800000000000001,-0.06,0.019999999999999907,0.1,54.57239185554067,0,1,0.4,0.5882352941176471,16,-0.0,0.0,0.0,-0.0,1.23,0.7300000000000004,0.019999999999999907
Jennifer Maia,Roxanne Modafferi,1.99,1.82,2019-07-20,1,-12.699999999999989,-7.6200000000000045,-6.034223134839149,0.9999999999999996,0.08000000000000002,-1.1800000000000006,0.040000000000000036,-0.9300000000000002,0.04000000000000001,0.27999999999999997,0.0,13.145464974198376,0,0,0.09999999999999998,0.09999999999999998,-3,0.0,0.0,0.0,0.0,0.9999999999999996,-1.1800000000000006,0.27999999999999997
Gabriel Silva,Ray Borg,1.98,1.83,2019-07-20,0,20.319999999999993,5.079999999999984,-1.0595482546201218,-0.21999999999999997,-0.18,1.5400000000000003,-0.02999999999999997,-2.39,-0.25,-0.08000000000000002,-0.5,-21.277778800607848,0,-2,0.09999999999999998,-0.05555555555555558,-9,-0.0,0.0,0.0,0.5,0.029999999999999583,0.0,0.0
Jin Soo Son,Mario Bautista,2.96,1.4,2019-07-20,0,-0.0,-7.6200000000000045,0.24914442162902262,-0.20000000000000018,-0.12,3.65,-0.020000000000000018,-0.4099999999999999,-0.13,0.44999999999999996,-0.8,-0.7981885108383722,0,0,-0.0,-0.0,0,-13.0,0.0,1.0,-0.0,-0.20000000000000018,3.65,0.44999999999999996
Domingo Pilarte,Felipe Colares,1.84,1.98,2019-07-20,0,10.159999999999997,10.159999999999997,4.232717316906232,-0.8599999999999999,0.019999999999999962,-1.6900000000000004,0.040000000000000036,-0.6799999999999999,0.18,0.11000000000000004,0.30000000000000004,16.0,0,-1,0.5,0.5,-1,-0.0,0.0,0.0,0.5,0.029999999999999583,0.0,0.0
Alex Caceres,Steven Peterson,1.88,1.94,2019-07-20,1,7.619999999999976,0.0,1.938398357289529,-0.5499999999999998,0.08999999999999997,-2.8500000000000005,0.08999999999999997,-0.8799999999999999,0.42000000000000004,0.0,0.0,8.240532513773132,0,0,0.06666666666666671,0.14035087719298245,16,0.0,0.0,0.0,0.0,-0.5499999999999998,-2.8500000000000005,0.0
Olivier Aubin-Mercier,Arman Tsarukyan,3.04,1.39,2019-07-27,0,-5.079999999999984,5.079999999999984,7.630390143737166,-1.37,0.010000000000000009,1.1700000000000002,0.010000000000000009,-0.8999999999999999,-0.03999999999999998,-0.050000000000000044,0.4,53.362550948260605,0,1,0.6,0.6363636363636364,10,-18.0,0.0,1.0,-0.0,-1.37,1.1700000000000002,-0.050000000000000044
Frankie Edgar,Max Holloway,3.63,1.29,2019-07-27,0,-2.539999999999992,-12.700000000000017,10.13278576317591,-3.14,-0.07999999999999996,-1.7900000000000005,0.07000000000000006,2.06,-0.22000000000000003,-0.16000000000000003,-0.0,-21.376959184412726,1,-1,-0.20000000000000007,-0.0608695652173914,3,-16.0,0.0,1.0,-0.0,-3.1399999999999992,-1.7900000000000005,-0.16000000000000014
Cristiane Justino,Felicia Spencer,1.72,2.13,2019-07-27,1,0.0,5.0800000000000125,5.390828199863108,4.07,0.040000000000000036,-2.29,0.19,-0.5199999999999999,0.37000000000000005,0.6699999999999999,0.2,43.80827308351218,-1,1,-0.19999999999999996,-0.16666666666666663,5,0.0,0.0,0.0,0.0,4.069999999999999,-2.29,0.6699999999999998
Niko Price,Geoff Neal,2.02,1.8,2019-07-27,0,2.539999999999992,2.539999999999992,0.9117043121149919,0.09000000000000075,-0.07,0.07000000000000028,-0.08999999999999997,0.52,-0.15000000000000002,-0.37,0.5,1.5641229813502378,-2,0,-0.4,-0.2857142857142857,4,-0.0,0.0,0.0,-0.0,0.09000000000000075,0.07000000000000028,-0.37
Marc-Andre Barriault,Krzysztof Jotko,2.3,1.62,2019-07-27,0,-7.6200000000000045,-0.0,-0.5010266940451729,2.6700000000000004,0.04999999999999999,3.7100000000000004,-0.07999999999999996,-0.99,-0.10999999999999999,-0.1399999999999999,-0.0,-55.266351779172055,-1,1,-0.4,-0.6363636363636364,-10,-0.0,0.0,0.0,-0.0,2.6700000000000004,3.7100000000000004,-0.1399999999999999
Sarah Frota,Gillian Robertson,5.05,1.17,2019-07-27,0,15.23999999999998,2.539999999999992,8.090349075975357,1.8099999999999996,0.040000000000000036,-0.29000000000000004,-0.010000000000000009,-2.76,-0.4,0.15000000000000002,-0.9,-43.09239779773361,-1,1,-0.75,-0.75,-3,-15.0,0.0,1.0,-0.0,1.8099999999999996,-0.29000000000000004,0.15000000000000002
Yoshinori Horie,Hakeem Dawodu,1.98,1.84,2019-07-27,0,-7.619999999999976,-0.0,-3.8548939082819977,-2.6900000000000004,-0.010000000000000009,2.2800000000000002,-0.08000000000000007,-0.0,-0.0,-0.65,-0.0,-16.12901649529431,-2,0,-0.16666666666666663,-0.16666666666666663,-3,-0.0,0.0,0.0,0.5,0.029999999999999583,0.0,0.0
Gavin Tucker,SeungWoo Choi,1.95,1.86,2019-07-27,1,-20.32000000000002,-15.240000000000009,6.381930184804929,0.73,0.06,1.0199999999999996,0.09999999999999998,2.3,-0.10000000000000003,-0.16999999999999993,1.5,14.75240737199897,0,0,0.5,0.5,1,0.0,0.0,0.0,0.0,0.73,1.0199999999999996,-0.16999999999999993
Deiveson Figueiredo,Alexandre Pantoja,2.81,1.44,2019-07-27,1,2.539999999999992,0.0,2.327173169062288,-1.81,0.030000000000000027,-0.44999999999999973,0.0,-1.18,-0.12999999999999995,-0.12,0.19999999999999996,-12.939729800460555,-3,1,0.0,-0.033333333333333326,-1,-8.0,1.0,1.0,0.0,-1.81,-0.44999999999999885,-0.12
Erik Koch,Kyle Stewart,1.96,1.85,2019-07-27,1,-12.699999999999989,-5.079999999999984,0.3258042436687205,0.9200000000000002,0.07,0.3999999999999999,0.03999999999999998,-0.30000000000000004,0.21999999999999997,0.21000000000000008,1.0,1.7885996247321145,0,1,0.4,0.4444444444444444,8,0.0,0.0,0.0,0.0,0.9200000000000002,0.3999999999999999,0.21000000000000008
Alexis Davis,Viviane Araujo,1.8,2.02,2019-07-27,0,-0.0,5.079999999999984,2.1300479123887754,0.79,0.020000000000000018,-0.3799999999999999,-0.010000000000000009,-0.77,0.010000000000000009,-0.41,0.09999999999999998,5.056015476874109,-1,2,-0.6,-0.4,9,-0.0,0.0,0.0,-0.0,0.79,-0.3799999999999999,-0.41
Dong Hyun Ma,Scott Holtzman,2.01,1.81,2019-08-03,0,2.5400000000000205,5.0800000000000125,-4.944558521560573,-1.4800000000000004,-0.06,0.4399999999999995,-0.010000000000000009,-0.6099999999999999,-0.030000000000000027,-0.34,-0.2,-31.44927265573824,0,0,-0.0,-0.125,-2,-0.0,0.0,0.0,-0.0,-1.4800000000000004,0.4399999999999995,-0.34
Robbie Lawler,Colby Covington,1.93,1.88,2019-08-03,0,5.0800000000000125,-0.0,5.927446954140997,0.040000000000000036,0.08999999999999997,1.58,0.04999999999999993,-2.99,0.22000000000000003,-0.030000000000000027,-0.2,-35.65638191448784,-6,2,-0.6,-0.25,10,-0.0,0.0,0.0,-0.0,0.040000000000000036,1.58,-0.030000000000000027
Jim Miller,Clay Guida,1.98,1.83,2019-08-03,1,2.539999999999992,2.539999999999992,-1.7248459958932258,0.29000000000000004,0.08999999999999997,0.43000000000000016,-0.04999999999999993,-1.61,0.10000000000000003,-0.19000000000000006,1.1,3.4669696481607843,0,0,-0.19999999999999996,0.05734767025089604,4,0.0,0.0,0.0,0.0,0.29000000000000004,0.43000000000000016,-0.19000000000000006
Nasrat Haqparast,Joaquim Silva,2.19,1.68,2019-08-03,1,7.6200000000000045,5.0800000000000125,-6.540725530458591,2.93,0.020000000000000018,1.83,0.09999999999999998,0.0,-0.3,0.16000000000000003,-0.8,-31.655083142452895,1,0,-0.13333333333333341,-0.13333333333333341,-2,0.0,0.0,0.0,0.0,2.93,1.83,0.16000000000000014
Darko Stosic,Kennedy Nzechukwu,1.75,2.09,2019-08-03,0,-17.78,-12.700000000000017,0.3422313483915147,-2.35,-0.010000000000000009,-0.54,0.06999999999999995,2.92,0.04999999999999999,0.029999999999999916,-0.2,15.307636171899958,0,0,0.5,0.5,1,-0.0,0.0,0.0,-0.0,-2.35,-0.54,0.029999999999999916
Gerald Meerschaert,Trevin Giles,2.03,1.79,2019-08-03,1,7.6200000000000045,2.539999999999992,4.635181382614647,-0.21999999999999975,-0.09000000000000002,1.0499999999999998,-0.04999999999999993,0.6299999999999999,-0.21000000000000002,-0.31999999999999995,1.2,-3.594384643959984,0,1,-0.2666666666666666,-0.09523809523809523,4,0.0,0.0,0.0,0.0,-0.2200000000000002,1.0500000000000003,-0.3200000000000001
Antonina Shevchenko,Lucie Pudilova,1.76,2.07,2019-08-03,1,0.0,0.0,9.560574948665298,0.2599999999999998,0.18000000000000005,-1.1400000000000001,0.020000000000000018,-0.26999999999999996,0.10999999999999999,-0.14,-0.19999999999999996,15.067527340875131,0,-1,0.09999999999999998,0.09999999999999998,-3,0.0,0.0,0.0,0.0,0.2599999999999998,-1.1400000000000001,-0.14
Jordan Espinosa,Matt Schnell,1.92,1.89,2019-08-03,0,-2.5400000000000205,-5.0800000000000125,0.18617385352498061,0.16999999999999993,0.12,-1.2399999999999998,0.029999999999999916,0.16000000000000003,-0.16999999999999998,0.26999999999999996,-1.0,-5.611947857569476,-2,0,0.4,0.4,-4,-0.0,0.0,0.0,-0.0,0.16999999999999993,-1.2399999999999998,0.26999999999999996
Lauren Murphy,Mara Romero Borella,2.07,1.76,2019-08-03,1,-5.079999999999984,-2.539999999999992,2.8528405201916485,1.4,0.010000000000000009,2.7100000000000004,-0.1499999999999999,-0.74,-0.2,0.010000000000000009,0.0,-44.35349587495625,-1,1,-0.2666666666666666,-0.3333333333333333,3,0.0,0.0,0.0,0.0,1.4,2.7100000000000004,0.010000000000000009
Claudio Silva,Cole Williams,1.62,2.32,2019-08-03,1,-5.079999999999984,-2.539999999999992,1.2731006160164213,2.17,0.14999999999999997,-2.34,0.23,2.85,0.26,0.19,1.1,64.36263652313323,4,0,0.5,0.5,4,0.0,0.0,0.0,-0.5,0.029999999999999583,0.0,0.0
Miranda Granger,Hannah Goldy,1.88,1.93,2019-08-03,1,17.78,7.6200000000000045,0.09582477754962326,-2.4000000000000004,0.0,-2.1,0.06999999999999995,-0.66,-0.12,-0.21000000000000002,-0.2,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.029999999999999583,0.0,0.0
Mickey Gall,Salim Touahri,1.62,2.31,2019-08-03,1,5.0800000000000125,10.159999999999997,-2.3162217659137596,0.8999999999999999,0.02999999999999997,1.8499999999999996,-0.08999999999999997,1.15,0.32,-0.45999999999999996,1.6,60.09770389834989,0,-1,0.6,0.6666666666666666,4,0.0,0.0,0.0,0.0,0.8999999999999999,1.8499999999999996,-0.45999999999999996
Mike Perry,Vicente Luque,2.48,1.55,2019-08-10,0,-10.159999999999997,-2.539999999999992,0.19986310746064362,-0.47999999999999954,-0.030000000000000027,-0.08000000000000007,0.010000000000000009,-0.07999999999999996,-0.07999999999999996,0.19000000000000006,-0.49999999999999994,-60.48794198303813,-4,0,-0.6,-0.21818181818181825,-1,-0.0,0.0,0.0,-0.0,-0.47999999999999954,-0.08000000000000096,0.19000000000000006
Eduardo Garagorri,Humberto Bandenay,1.91,1.9,2019-08-10,1,-2.539999999999992,-5.0800000000000125,5.270362765229297,1.1999999999999997,0.10000000000000003,-2.43,0.16999999999999998,-2.42,0.54,-0.010000000000000009,-0.5,16.195006523133316,0,-2,0.16666666666666669,0.16666666666666669,-3,0.0,0.0,0.0,0.5,0.029999999999999583,0.0,0.0
Volkan Oezdemir,Ilir Latifi,1.52,2.54,2019-08-10,1,5.0800000000000125,10.159999999999997,-7.145790554414784,2.9400000000000004,0.02999999999999997,1.2600000000000002,-0.010000000000000009,-1.6099999999999999,-0.06,-0.19999999999999996,-0.19999999999999998,-39.6405925625445,0,2,-0.19999999999999996,-0.13636363636363635,-5,11.0,1.0,0.0,0.0,2.9400000000000013,1.2600000000000002,-0.20000000000000007
Rodolfo Vieira,Oskar Piechota,2.19,1.69,2019-08-10,1,-7.6200000000000045,0.0,0.3312799452429829,0.13000000000000034,0.020000000000000018,0.3500000000000001,-0.020000000000000018,2.2600000000000002,-0.18000000000000002,0.21999999999999997,-0.6,-14.516604498117204,0,-1,-0.16666666666666663,-0.16666666666666663,-3,0.0,0.0,0.0,0.5,0.029999999999999583,0.0,0.0
Bobby Moffett,Enrique Barzola,2.26,1.64,2019-08-10,0,7.619999999999976,7.6200000000000045,-1.0924024640657066,-0.5,-0.019999999999999962,0.17999999999999972,-0.07000000000000006,-1.46,0.21000000000000002,-0.0,1.0999999999999999,-56.36339524974278,0,0,-0.8,-0.7142857142857143,-6,-0.0,0.0,0.0,-0.0,-0.5,0.17999999999999972,-0.0
