f_1_name,f_2_name,f_1_odds,f_2_odds,event_date,Y,delta_reach_cm,delta_height_cm,delta_age,delta_SlpM,delta_Str_Acc,delta_SApM,delta_Str_Def,delta_TD_Avg,delta_TD_Acc,delta_TD_Def,delta_Sub_Avg,delta_elo,delta_win_streak,delta_loss_streak,delta_win_rate_last_5,delta_ufc_win_rate,delta_ufc_fights,delta_rank,is_ranked_f1,is_ranked_f2,delta_win_rate_3y,delta_SlpM_3y,delta_SApM_3y,delta_TD_Def_3y
Anthony Hamilton,Daniel Omielanczuk,1.94,1.87,2015-04-11,1,5.079999999999984,12.700000000000017,2.3791923340178016,0.8200000000000003,0.08000000000000007,-0.27,-0.019999999999999962,2.06,0.15999999999999998,0.09999999999999998,-0.1,-15.163543539369357,0,0,-0.16666666666666669,-0.16666666666666669,1,0.0,0.0,0.0,0.0,0.8200000000000003,-0.27,0.09999999999999987
Izabela Badurek,Aleksandra Albu,1.82,1.99,2015-04-11,0,0.0,7.6200000000000045,-0.991101984941821,-1.0899999999999999,0.24,-0.6599999999999993,-0.06,-0.52,-0.38,0.22999999999999998,-0.4,-0.0,0,0,-0.0,-0.0,0,-0.0,0.0,0.0,-0.0,0.029999999999999583,0.0,0.0
Marcin Bandel,Stevie Ray,2.0,1.82,2015-04-11,0,0.0,-0.0,0.4544832306639286,-2.94,0.06,2.3299999999999996,-0.31000000000000005,-0.75,-0.46,-0.55,-0.6,-16.032547787412113,0,1,-0.5,-0.5,1,-0.0,0.0,0.0,-0.5,0.029999999999999583,0.0,0.0
Taylor Lapilus,Rocky Lee,1.85,1.96,2015-04-11,1,0.0,-7.6200000000000045,-5.002053388090349,2.1199999999999997,-0.030000000000000027,-2.72,0.18,-0.73,0.23,0.44,0.3,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.029999999999999583,0.0,0.0
Luke Rockhold,Lyoto Machida,2.8,1.44,2015-04-18,1,7.6200000000000045,5.0800000000000125,-6.384668035592057,1.5099999999999998,-0.040000000000000036,1.11,-0.07999999999999996,-0.51,-0.36000000000000004,-0.09999999999999998,0.6,-80.0658578309542,2,0,0.15000000000000002,0.013157894736842146,-15,0.0,0.0,0.0,0.0,1.5099999999999998,1.11,-0.09999999999999998
Jacare Souza,Chris Camozzi,1.5,2.6,2015-04-18,1,-7.6200000000000045,-2.5400000000000205,6.954140999315534,-1.04,0.02999999999999997,-0.1299999999999999,0.05999999999999994,2.3,0.2,0.0,0.8,82.74017952942313,4,-4,0.8,0.5,-8,0.0,0.0,0.0,0.0,-1.04,-0.13000000000000034,0.0
Max Holloway,Cub Swanson,1.22,4.36,2015-04-18,1,-2.5400000000000205,7.6200000000000045,-8.08761122518823,2.0700000000000003,-0.030000000000000027,0.6200000000000001,-0.010000000000000009,-0.77,0.030000000000000027,0.18000000000000005,-0.10000000000000003,7.731883785541868,5,-1,0.19999999999999996,-0.022727272727272707,3,16.0,1.0,0.0,0.0,2.0699999999999994,0.6199999999999997,0.18000000000000016
Paige VanZant,Felice Herrig,1.9,1.91,2015-04-18,1,0.0,0.0,-9.516769336071182,-0.48999999999999977,0.15000000000000002,-2.5700000000000003,-0.06,0.18999999999999995,0.04999999999999999,-0.41,0.19999999999999996,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,-0.48999999999999977,-2.5700000000000003,-0.41
Beneil Dariush,Jim Miller,1.91,1.9,2015-04-18,1,2.539999999999992,5.0800000000000125,-5.68377823408624,0.8200000000000003,0.07,-0.8000000000000003,0.009999999999999898,0.72,-0.07,0.35,-0.8999999999999999,-63.51502921642418,3,-1,0.20000000000000007,0.03529411764705892,-12,6.0,1.0,0.0,0.0,0.8200000000000007,-0.8000000000000007,0.35000000000000003
Chris Dempsey,Eddie Gordon,2.17,1.7,2015-04-18,1,-10.159999999999997,-5.079999999999984,-4.131416837782339,0.2200000000000002,0.0,0.25,0.050000000000000044,0.7100000000000002,-0.6,-0.47,0.0,-15.941658918354733,0,0,-0.5,-0.5,-1,0.0,0.0,0.0,0.0,0.2200000000000002,0.25,-0.47
Corey Anderson,Gian Villante,1.76,2.08,2015-04-18,0,7.6200000000000045,-0.0,-4.095824777549623,0.04999999999999982,0.020000000000000018,-3.2499999999999996,0.039999999999999925,4.4399999999999995,0.27,-0.0,-0.0,30.515929126789842,1,0,0.5,0.5,-2,-0.0,0.0,0.0,-0.0,0.04999999999999982,-3.2499999999999996,-0.0
Takeya Mizugaki,Aljamain Sterling,3.14,1.37,2015-04-18,0,-5.0800000000000125,-0.0,5.623545516769337,-0.8899999999999997,-0.15000000000000002,1.12,-0.020000000000000018,-1.08,0.24999999999999994,0.25999999999999995,-0.5,25.363671900014197,-2,1,-0.19999999999999996,-0.30000000000000004,8,-16.0,0.0,1.0,-0.0,-0.8899999999999992,1.12,0.26000000000000006
George Sullivan,Tim Means,1.99,1.83,2015-04-18,0,-5.0800000000000125,-5.0800000000000125,2.9404517453798746,-1.5100000000000002,-0.09999999999999998,-1.23,-0.030000000000000027,0.2300000000000002,-0.2,-0.26,0.49999999999999994,2.1209532072196,-1,0,0.4,0.375,-6,-0.0,0.0,0.0,-0.0,-1.5100000000000002,-1.2299999999999995,-0.26
Diego Brandao,Jimy Hettes,2.05,1.78,2015-04-18,1,-17.78,-5.079999999999984,0.035592060232715994,-0.5300000000000002,-0.09999999999999998,-0.1200000000000001,0.050000000000000044,-1.9900000000000002,0.24000000000000005,0.19000000000000006,-0.7999999999999999,0.6886951600179145,0,1,0.0,-0.02857142857142858,2,0.0,0.0,0.0,0.0,-0.5300000000000002,-0.12000000000000055,0.18999999999999995
Patrick Cummins,Ovince Saint Preux,1.99,1.82,2015-04-18,0,-10.159999999999997,-2.539999999999992,2.3901437371663263,1.23,0.030000000000000027,0.020000000000000018,0.08000000000000007,3.4000000000000004,0.04999999999999999,-0.39,-0.4,-26.752352217952648,2,0,-0.050000000000000044,-0.08333333333333337,-2,-0.0,0.0,0.0,-0.0,1.23,0.020000000000000462,-0.39
Shane Campbell,John Makdessi,1.97,1.84,2015-04-25,0,7.6200000000000045,10.159999999999997,-1.71937029431896,-1.5299999999999994,0.09999999999999998,-0.9600000000000004,-0.13,1.36,0.28,-0.040000000000000036,-0.0,-27.438076365206825,0,-1,-0.09999999999999998,-0.125,-8,-0.0,0.0,0.0,0.5,0.029999999999999583,0.0,0.0
Kyoji Horiguchi,Demetrious Johnson,1.74,2.11,2015-04-25,0,-7.619999999999976,2.539999999999992,-4.164271047227924,0.20999999999999996,-0.07000000000000006,0.42000000000000015,-0.030000000000000027,-1.6800000000000002,-0.16000000000000003,-0.040000000000000036,-0.4,-65.12916297336778,-3,0,-0.0,0.09999999999999998,-6,15.0,1.0,0.0,-0.0,0.20999999999999996,0.42000000000000015,-0.040000000000000036
Fabio Maldonado,Quinton Jackson,1.99,1.83,2015-04-25,0,5.0800000000000125,-0.0,-1.74127310061602,2.04,0.039999999999999925,1.7999999999999998,-0.020000000000000018,-1.08,0.009999999999999898,-0.12,0.5,-19.14983240663082,1,-3,0.4,-0.02777777777777779,-3,-0.0,0.0,0.0,-0.0,2.04,1.7999999999999998,-0.12
CB Dollaway,Michael Bisping,2.22,1.67,2015-04-25,0,2.539999999999992,2.5400000000000205,-4.4462696783025315,-1.6800000000000002,0.08999999999999997,-0.1299999999999999,-0.10999999999999999,2.5,0.11000000000000004,-0.010000000000000009,0.8999999999999999,-33.88990967665063,0,0,0.19999999999999996,-0.08181818181818179,-7,-0.0,0.0,0.0,-0.0,-1.6799999999999993,-0.13000000000000034,-0.010000000000000009
Joe Riggs,Patrick Cote,1.85,1.96,2015-04-25,0,-12.699999999999989,2.539999999999992,-2.5653661875427787,-0.3999999999999999,0.030000000000000027,-1.52,0.08999999999999997,1.77,0.35000000000000003,0.19,0.39999999999999997,-2.4275490974798686,0,1,-0.19999999999999996,0.00694444444444442,-7,-0.0,0.0,0.0,-0.0,-0.3999999999999999,-1.52,0.19
Thomas Almeida,Yves Jabouin,2.55,1.52,2015-04-25,1,5.0800000000000125,0.0,-12.16974674880219,1.7799999999999998,0.020000000000000018,1.9999999999999996,-0.010000000000000009,-1.77,-0.45999999999999996,-0.06999999999999995,-0.1,-12.537757496581435,0,0,0.4,0.375,-7,0.0,0.0,0.0,0.0,1.7799999999999998,1.9999999999999996,-0.06999999999999995
Bryan Barberena,Chad Laprise,2.07,1.76,2015-04-25,0,2.539999999999992,5.079999999999984,-2.7789185489390853,0.5699999999999994,0.06,1.0,-0.21000000000000002,-0.92,-0.32000000000000006,-0.28,0.3,-14.56122603395329,-1,0,-0.0,-0.0,-1,-0.0,0.0,0.0,-0.0,0.5699999999999994,1.0,-0.28
David Michaud,Olivier Aubin-Mercier,1.99,1.83,2015-04-25,0,0.0,-0.0,0.2874743326488698,0.77,-0.08000000000000002,1.48,-0.010000000000000009,0.16999999999999993,0.24999999999999994,0.07000000000000006,0.19999999999999996,-0.7363144804164676,0,0,-0.0,-0.0,0,-0.0,0.0,0.0,-0.0,0.77,1.48,0.07000000000000006
Chris Clements,Nordine Taleb,2.3,1.62,2015-04-25,0,-10.159999999999997,-7.619999999999976,5.333333333333329,-0.45999999999999996,-0.020000000000000018,-0.25,-0.22000000000000003,-1.94,-0.76,-0.41,0.3,-17.32594795839168,-1,0,-0.33333333333333337,-0.33333333333333337,1,-0.0,0.0,0.0,-0.0,-0.45999999999999996,-0.25,-0.41
Jessica Rakoczy,Valerie Letourneau,2.34,1.6,2015-04-25,0,0.0,-0.0,6.039698836413418,-2.01,0.07,-1.8500000000000005,0.06000000000000005,-0.020000000000000018,-0.25,-0.66,0.5,-32.0,-1,1,-1.0,-1.0,0,-0.0,0.0,0.0,-0.0,-2.01,-1.8500000000000005,-0.66
Alexis Davis,Sarah Kaufman,1.85,1.96,2015-04-25,1,5.0800000000000125,2.539999999999992,0.9609856262833674,-2.0200000000000005,0.02999999999999997,0.4500000000000002,-0.07999999999999996,0.57,-0.12999999999999995,-0.47000000000000003,0.7,13.860188745398318,-1,1,-0.25,-0.25,3,0.0,0.0,0.0,0.0,-2.0200000000000005,0.4500000000000002,-0.47000000000000003
Randa Markos,Aisling Daly,2.03,1.8,2015-04-25,1,-2.539999999999992,5.0800000000000125,2.370978781656401,0.050000000000000266,-0.09000000000000002,1.7000000000000002,0.029999999999999916,-1.0299999999999998,-0.12999999999999995,0.19,-0.7,-32.0,-1,1,-1.0,-1.0,0,0.0,0.0,0.0,0.0,0.050000000000000266,1.7000000000000002,0.19
Brad Tavares,Robert Whittaker,2.29,1.63,2015-05-09,0,2.5400000000000205,2.539999999999992,2.9979466119096507,-0.9799999999999995,-0.0,-0.040000000000000036,-0.04999999999999993,-0.030000000000000027,-0.12,-0.019999999999999907,-0.0,31.91264766400468,-1,0,-0.0,0.06060606060606066,5,-10.0,0.0,1.0,-0.0,-0.9799999999999995,-0.040000000000000036,-0.019999999999999907
Mark Hunt,Stipe Miocic,2.01,1.81,2015-05-09,0,-20.319999999999993,-15.23999999999998,8.407939767282677,-1.8599999999999999,-0.09000000000000002,-1.1099999999999999,-0.010000000000000009,-1.23,0.21000000000000002,-0.010000000000000009,0.2,-24.17545736416082,0,0,-0.0,-0.125,0,-0.0,0.0,0.0,-0.0,-1.8600000000000008,-1.109999999999999,-0.010000000000000009
Anthony Perosh,Sean O'Connell,1.88,1.93,2015-05-09,0,2.539999999999992,5.0800000000000125,10.907597535934293,-3.19,-0.04999999999999999,-2.9999999999999996,0.08000000000000002,2.03,0.22,0.030000000000000027,0.6000000000000001,22.61798171578971,0,0,0.26666666666666666,0.16666666666666669,7,-0.0,0.0,0.0,-0.0,-3.19,-2.9999999999999996,0.030000000000000027
James Vick,Jake Matthews,1.8,2.02,2015-05-09,1,7.6200000000000045,10.159999999999997,7.485284052019164,0.77,-0.04999999999999999,0.73,0.0,-1.1,-0.07999999999999996,-0.09000000000000008,0.0,16.603123943311857,1,0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.77,0.73,-0.09000000000000008
Dan Hooker,Hatsu Hioki,1.32,3.4,2015-05-09,1,5.0800000000000125,2.539999999999992,-6.576317590691307,2.4000000000000004,0.06,2.8200000000000003,-0.16000000000000003,-1.8699999999999997,-0.23000000000000004,0.22999999999999998,0.0,10.08599135461668,0,0,0.3,0.07142857142857145,-5,11.0,1.0,0.0,0.0,2.4000000000000004,2.8200000000000003,0.22999999999999998
Jonavin Webb,Kyle Noke,2.13,1.72,2015-05-09,0,0.0,-7.619999999999976,-9.111567419575632,-1.76,-0.2,0.18000000000000016,-0.0,0.97,-0.23000000000000004,-0.26,0.19999999999999996,-11.059340180632717,0,-1,0.09999999999999998,-0.0714285714285714,-7,-0.0,0.0,0.0,0.5,0.029999999999999583,0.0,0.0
Daniel Kelly,Sam Alvey,1.82,1.99,2015-05-09,0,-12.699999999999989,-5.0800000000000125,8.511978097193701,0.3400000000000003,-0.06,1.0099999999999998,0.08999999999999997,1.8,0.2,-0.039999999999999925,0.19999999999999998,13.890042131752125,0,0,0.33333333333333337,0.33333333333333337,-1,-0.0,0.0,0.0,-0.0,0.3400000000000003,1.0099999999999993,-0.039999999999999925
Lisa Ellis,Bec Rawlings,1.96,1.86,2015-05-09,0,0.0,-5.079999999999984,6.242299794661189,-2.8000000000000007,0.06,-3.3400000000000003,-0.0,3.4800000000000004,0.22999999999999998,-0.18000000000000005,0.19999999999999996,-0.0,0,0,-0.0,-0.0,0,-0.0,0.0,0.0,-0.0,-2.8000000000000007,-3.3400000000000003,-0.18000000000000005
Brad Scott,Dylan Andrews,2.05,1.78,2015-05-09,1,5.079999999999984,0.0,-9.607118412046542,1.31,-0.09000000000000002,1.5899999999999994,0.10999999999999993,-2.5100000000000002,-0.35,0.06000000000000005,0.29999999999999993,-12.597309437042895,0,-1,-0.16666666666666669,-0.16666666666666669,-1,0.0,0.0,0.0,0.0,1.31,1.5899999999999994,0.06000000000000005
Kailin Curran,Alex Chambers,2.1,1.75,2015-05-09,0,5.079999999999984,2.539999999999992,-12.459958932238191,0.9199999999999999,-0.11000000000000004,-0.34999999999999964,0.030000000000000027,-0.31000000000000005,0.15999999999999998,0.07999999999999996,-0.4,-0.0,0,0,-0.0,-0.0,0,-0.0,0.0,0.0,-0.0,0.9199999999999999,-0.34999999999999964,0.07999999999999996
Brendan O'Reilly,Vik Grujic,1.83,1.99,2015-05-09,1,-10.159999999999997,-10.159999999999997,-10.376454483230667,-0.3400000000000003,-0.010000000000000009,-0.6200000000000001,-0.019999999999999962,1.0400000000000003,0.09999999999999998,0.09999999999999998,0.19999999999999996,0.8003163616410802,0,0,-0.3333333333333333,-0.3333333333333333,-2,0.0,0.0,0.0,0.0,-0.3400000000000003,-0.6200000000000001,0.09999999999999998
Alptekin Ozkilic,Ben Nguyen,2.06,1.77,2015-05-09,0,-0.0,-0.0,2.354551676933607,0.30000000000000027,-0.08000000000000002,2.71,-0.0,3.96,0.24999999999999994,0.12,-1.0,-14.777814613504233,0,2,-0.16666666666666669,-0.16666666666666669,3,-0.0,0.0,0.0,-0.5,0.029999999999999583,0.0,0.0
Frankie Edgar,Urijah Faber,1.64,2.27,2015-05-16,1,2.539999999999992,0.0,-2.4257357973990423,1.12,0.0,0.22999999999999998,0.010000000000000009,0.75,0.010000000000000009,0.07000000000000006,-0.5,36.50347388065575,1,0,-0.20000000000000007,0.022727272727272707,5,0.0,0.0,0.0,0.0,1.1200000000000006,0.22999999999999998,0.07000000000000006
Gegard Mousasi,Constantinos Philippou,2.12,1.73,2015-05-16,1,7.6200000000000045,7.6200000000000045,-5.672826830937716,1.56,0.15000000000000002,-1.52,0.14,1.19,0.18,-0.06000000000000005,0.8,-19.951766706810986,0,0,0.0,-0.06666666666666665,-4,0.0,0.0,0.0,0.0,1.56,-1.52,-0.06000000000000005
Luke Barnatt,Mark Munoz,2.11,1.73,2015-05-16,0,15.240000000000009,15.240000000000009,-10.173853524982885,1.3099999999999996,-0.15000000000000002,1.6100000000000003,0.020000000000000018,-2.54,0.13,0.06000000000000005,-0.19999999999999996,-20.202926751133646,0,-1,0.39999999999999997,0.02857142857142858,-9,-0.0,0.0,0.0,-0.0,1.3099999999999996,1.6100000000000003,0.06000000000000005
Hyun Gyu Lim,Neil Magny,2.02,1.8,2015-05-16,0,-7.619999999999976,-0.0,2.5434633812457186,1.0500000000000003,-0.050000000000000044,2.6300000000000003,-0.0,-1.94,0.61,0.17999999999999994,-0.09999999999999998,-47.250829121046536,-5,0,-0.25,-0.02777777777777779,-5,-0.0,0.0,0.0,-0.0,1.0500000000000003,2.6300000000000003,0.17999999999999994
Phillipe Nover,Yui Chul Nam,2.56,1.52,2015-05-16,1,0.0,0.0,-2.5516769336071157,-1.7399999999999998,-0.16000000000000003,0.48,0.08000000000000007,-0.3400000000000001,0.12000000000000002,-0.12999999999999995,0.39999999999999997,-63.402146832504286,-1,3,-1.0,-1.0,2,0.0,0.0,0.0,0.5,0.029999999999999583,0.0,0.0
Nolan Ticman,Yao Zhikui,1.97,1.84,2015-05-16,0,0.0,2.539999999999992,2.726899383983575,1.13,0.26,-0.29000000000000004,0.19000000000000006,-0.66,-0.16,0.020000000000000018,-0.0,-0.7363067935220897,0,0,-0.0,-0.0,0,-0.0,0.0,0.0,-0.0,1.13,-0.29000000000000004,0.020000000000000018
Jon Tuck,Tae Hyun Bang,1.85,1.96,2015-05-16,1,5.079999999999984,5.0800000000000125,-1.3716632443531864,0.2799999999999998,0.020000000000000018,1.6700000000000004,-0.06000000000000005,-0.07,0.0,-0.06999999999999995,0.5,-1.4675066877307472,-1,1,0.0,0.0,2,0.0,0.0,0.0,0.0,0.2799999999999998,1.6700000000000004,-0.06999999999999995
Kajan Johnson,Zhang Lipeng,1.96,1.86,2015-05-16,1,10.159999999999997,0.0,5.883641341546888,1.1900000000000002,-0.06,-0.2899999999999998,0.10999999999999999,-0.20999999999999996,0.07,-0.06999999999999995,-0.6000000000000001,-31.29753282747538,0,0,-0.6666666666666666,-0.6666666666666666,-2,0.0,0.0,0.0,0.0,1.1900000000000002,-0.2899999999999998,-0.06999999999999995
Li Jingliang,Dhiego Lima,1.84,1.97,2015-05-16,1,-10.159999999999997,-5.0800000000000125,0.8678986995208753,1.3399999999999999,0.02999999999999997,0.07000000000000028,-0.019999999999999907,-0.07000000000000006,0.06999999999999995,-0.13,-0.6,14.592747616545012,0,0,0.16666666666666669,0.16666666666666669,-1,0.0,0.0,0.0,0.0,1.3400000000000003,0.06999999999999984,-0.13
Guangyou Ning,Royston Wee,2.02,1.8,2015-05-16,1,-7.6200000000000045,-7.6200000000000045,4.917180013689258,1.56,-0.19,-0.5400000000000003,0.12,-2.29,-0.31000000000000005,0.62,0.3,-15.26369320647791,-1,0,0.0,0.0,-1,0.0,0.0,0.0,0.0,1.56,-0.5400000000000003,0.62
Roldan Sangcha'an,Jon Delos Reyes,1.94,1.87,2015-05-16,0,0.0,-5.079999999999984,-3.2936344969199176,-0.28000000000000025,0.08000000000000002,-1.9899999999999998,-0.0,-1.2600000000000002,-0.22999999999999998,0.13,-1.9,13.221500746105903,0,-1,-0.0,-0.0,-1,-0.0,0.0,0.0,-0.0,-0.28000000000000025,-1.9899999999999998,0.13
Levan Makashvili,Mark Eddiva,1.86,1.95,2015-05-16,1,0.0,0.0,-2.891170431211499,-0.5,0.09000000000000002,-0.9100000000000001,0.06999999999999995,2.2199999999999998,0.19999999999999998,0.21999999999999997,0.0,-0.03546619104668025,0,-1,0.0,0.0,-2,0.0,0.0,0.0,0.5,0.029999999999999583,0.0,0.0
Donald Cerrone,John Makdessi,1.44,2.8,2015-05-23,1,12.699999999999989,12.699999999999989,2.0971937029431906,-1.1099999999999994,-0.02999999999999997,0.33000000000000007,-0.15000000000000002,1.16,0.33,-0.13,1.2,117.25577205002674,6,0,0.19999999999999996,0.1568627450980392,8,0.0,0.0,0.0,0.0,-1.1100000000000003,0.33000000000000096,-0.1299999999999999
Travis Browne,Andrei Arlovski,1.81,2.01,2015-05-23,0,5.079999999999984,7.6200000000000045,-3.446954140999317,-0.8899999999999997,-0.040000000000000036,1.0899999999999994,-0.14999999999999997,0.84,0.33000000000000007,-0.010000000000000009,-0.0,-29.8070357871095,-4,0,-0.19999999999999996,0.050000000000000044,-6,-0.0,0.0,0.0,-0.0,-0.8899999999999997,1.0899999999999994,-0.010000000000000009
Daniel Cormier,Anthony Johnson,2.05,1.78,2015-05-23,1,-15.240000000000009,-7.6200000000000045,4.9637234770704985,1.0,0.050000000000000044,1.0899999999999999,-0.05999999999999994,-0.6000000000000001,-0.12999999999999995,0.030000000000000027,-0.19999999999999996,-41.15451609698903,-3,1,0.0,0.08571428571428574,-9,0.0,0.0,0.0,0.0,1.0,1.0899999999999999,0.030000000000000027
Vitor Belfort,Chris Weidman,2.17,1.7,2015-05-23,0,-10.159999999999997,-5.0800000000000125,7.21149897330595,-1.5199999999999998,0.010000000000000009,-0.54,-0.010000000000000009,-2.25,0.18,-0.18999999999999995,-0.20000000000000007,-26.67546939031422,-5,0,-0.19999999999999996,-0.3157894736842105,11,-0.0,0.0,0.0,-0.0,-1.5199999999999998,-0.54,-0.18999999999999995
Joseph Benavidez,John Moraga,1.84,1.97,2015-05-23,1,-2.539999999999992,-5.079999999999984,-0.36413415468857124,0.9500000000000002,-0.08999999999999997,0.1200000000000001,0.04999999999999993,0.7899999999999999,0.06999999999999998,0.18,-0.5000000000000001,34.830902675620564,0,0,0.20000000000000007,0.08571428571428574,3,0.0,0.0,0.0,0.0,0.9500000000000002,0.11999999999999922,0.18
Uriah Hall,Rafael Natal,1.93,1.88,2015-05-23,0,5.079999999999984,-0.0,-1.598904859685149,0.1299999999999999,0.010000000000000009,1.37,-0.029999999999999916,-2.01,0.03999999999999998,-0.13,-0.4,-24.50092867528315,1,0,-0.0,-0.036363636363636376,-6,-0.0,0.0,0.0,-0.0,0.12999999999999945,1.37,-0.13
Dong Hyun Kim,Joshua Burkman,1.5,2.62,2015-05-23,1,10.159999999999997,10.159999999999997,-1.6043805612594113,-0.5699999999999998,0.06,-1.24,0.06999999999999995,0.40000000000000036,0.07,-0.010000000000000009,0.3,98.80439554364375,0,-2,0.6000000000000001,0.2692307692307693,3,0.0,0.0,0.0,-0.5,0.029999999999999583,0.0,0.0
Colby Covington,Mike Pyle,2.05,1.78,2015-05-23,1,-5.0800000000000125,-2.539999999999992,-12.42984257357974,1.0699999999999998,-0.07,0.25,-0.05999999999999994,1.84,0.07,-0.019999999999999907,-1.3,-26.852668118389147,2,-1,0.4,0.3571428571428571,-12,0.0,0.0,0.0,0.0,1.0699999999999998,0.25,-0.020000000000000018
Islam Makhachev,Leo Kuntz,1.85,1.96,2015-05-23,1,0.0,0.0,-8.06570841889117,0.7700000000000002,0.25999999999999995,-2.3499999999999996,0.15999999999999998,1.11,0.31000000000000005,0.5800000000000001,0.30000000000000004,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.029999999999999583,0.0,0.0
Justin Scoggins,Josh Sampo,1.94,1.87,2015-05-23,1,5.079999999999984,7.6200000000000045,-7.772758384668034,1.57,0.15000000000000002,-0.7999999999999998,0.0,2.36,0.3,0.41999999999999993,-1.6,12.856742063782804,0,0,0.16666666666666669,0.16666666666666669,1,0.0,0.0,0.0,0.0,1.57,-0.7999999999999994,0.4199999999999999
John Dodson,Zach Makovsky,1.77,2.06,2015-05-23,1,5.079999999999984,-2.539999999999992,-1.4401095140314837,1.2600000000000002,-0.02999999999999997,1.3399999999999999,-0.010000000000000009,-3.0,-0.019999999999999962,0.2599999999999999,-0.3,30.727755639695488,1,0,0.050000000000000044,0.08333333333333337,2,0.0,0.0,0.0,0.0,1.2600000000000002,1.3399999999999999,0.2599999999999999
Thiago Alves,Carlos Condit,1.62,2.32,2015-05-30,0,-12.699999999999989,-12.700000000000017,0.5639972621492113,0.06999999999999984,0.019999999999999962,0.75,0.06999999999999995,0.12,0.13999999999999996,0.25,-0.7,55.72609918126227,2,-1,0.19999999999999996,0.08421052631578951,9,-0.0,0.0,0.0,-0.0,0.06999999999999984,0.75,0.25
Nik Lentz,Charles Oliveira,3.47,1.31,2015-05-30,0,-15.240000000000009,-5.0800000000000125,5.177275838466805,0.20999999999999996,-0.08000000000000007,0.20000000000000018,0.020000000000000018,1.0099999999999998,-0.07,-0.11000000000000004,-1.4000000000000001,27.212038057241443,-2,0,0.20000000000000007,0.11363636363636365,1,-17.0,0.0,1.0,-0.0,0.20999999999999996,0.19999999999999973,-0.11000000000000004
KJ Noons,Alex Oliveira,1.79,2.04,2015-05-30,0,-15.23999999999998,-2.539999999999992,5.207392197125259,0.69,-0.16000000000000003,1.23,0.19,-2.27,-0.18,0.050000000000000044,-0.6,37.02024746560642,2,-1,0.6666666666666666,0.6666666666666666,2,-0.0,0.0,0.0,-0.0,0.69,1.23,0.050000000000000044
Ryan Jimmo,Francimar Barroso,1.87,1.94,2015-05-30,0,-5.0800000000000125,-0.0,-1.7467488021902753,0.3500000000000001,0.14,-0.2999999999999998,-0.12999999999999995,-1.7700000000000002,0.040000000000000036,0.040000000000000036,-0.0,4.994030300792019,0,0,-0.09999999999999998,-0.0,4,-0.0,0.0,0.0,-0.0,0.35000000000000053,-0.2999999999999998,0.040000000000000036
Francisco Trinaldo,Norman Parke,2.0,1.82,2015-05-30,1,0.0,-5.0800000000000125,8.328542094455855,0.06999999999999984,0.10000000000000003,-0.20999999999999996,-0.040000000000000036,-1.0,0.15999999999999998,-0.17000000000000004,0.5,-1.5550810336683298,2,-1,-0.20000000000000007,-0.13333333333333341,4,0.0,0.0,0.0,0.0,0.06999999999999984,-0.20999999999999996,-0.17000000000000004
Jussier Formiga,Wilson Reis,2.12,1.73,2015-05-30,1,5.0800000000000125,2.539999999999992,-0.268309377138948,-0.41000000000000014,0.10000000000000003,-0.7000000000000002,0.08999999999999997,-3.33,-0.07,0.4,0.0,-8.191551005361362,0,0,-0.15000000000000002,-0.15000000000000002,1,0.0,0.0,0.0,0.0,-0.41000000000000014,-0.7000000000000002,0.3999999999999999
Nicolas Dalby,Elizeu Zaleski dos Santos,1.94,1.87,2015-05-30,1,2.5400000000000205,0.0,2.067077344284737,-0.28000000000000025,0.020000000000000018,-0.050000000000000266,-0.030000000000000027,0.10999999999999999,0.06,-0.08000000000000007,-0.30000000000000004,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.029999999999999583,0.0,0.0
Mirsad Bektic,Lucas Martins,1.85,1.96,2015-05-30,1,-5.079999999999984,-10.159999999999997,-2.264202600958246,-0.43999999999999995,0.06,-2.34,-0.030000000000000027,3.98,0.52,0.16000000000000003,-0.09999999999999998,12.640379608991907,2,-1,0.4,0.4,-3,0.0,0.0,0.0,0.0,-0.43999999999999995,-2.34,0.16000000000000003
Ericka Almeida,Juliana Lima,1.85,1.96,2015-05-30,0,0.0,2.539999999999992,-6.973305954825463,-0.8699999999999999,-0.04999999999999999,1.2200000000000002,-0.12000000000000005,-1.22,0.020000000000000018,-0.32999999999999996,-0.0,-0.7363067935220897,-1,0,-0.0,-0.0,-2,-0.0,0.0,0.0,0.5,0.029999999999999583,0.0,0.0
Luiz Dutra,Tom Breese,1.97,1.84,2015-05-30,0,0.0,-10.159999999999997,9.390828199863108,0.5800000000000001,-0.0,1.9899999999999998,-0.19,-0.0,-0.0,0.30000000000000004,-1.1,-16.0,0,1,-0.5,-0.5,1,-0.0,0.0,0.0,-0.5,0.029999999999999583,0.0,0.0
Darren Till,Wendell Oliveira Marques,1.81,2.01,2015-05-30,1,0.0,5.079999999999984,-9.56605065023956,-1.4700000000000002,-0.009999999999999953,-1.0900000000000003,0.09000000000000008,0.55,0.46,-0.31000000000000005,0.0,16.700912100978258,0,-1,0.5,0.5,-1,0.0,0.0,0.0,0.5,0.029999999999999583,0.0,0.0
